,Unnamed: 0.1,Unnamed: 0,timestamp,title,url,source,sentiment,score,prob_positive,prob_neutral,prob_negative,net_sentiment,average_sentiment,sentiment_score_ranking
0,0,0,02-19-2025,Why SolarEdge Stock Soared 24% This Morning,https://www.fool.com/investing/2025/02/19/why-solaredge-stock-soared-24-this-morning/?source=iedfolrf0000001,The Motley Fool,positive,0.8731220960617065,0.8731220960617065,0.1170557662844657,0.0098220845684409,0.8633000114932656,-0.18263449396472425,0.4086827530176379
1,1,1,02-03-2025,Solar Energy Systems Market Size to Worth USD 590.8 Billion by 2033 | Straits Research,https://www.globenewswire.com/news-release/2025/02/03/3019353/0/en/Solar-Energy-Systems-Market-Size-to-Worth-USD-590-8-Billion-by-2033-Straits-Research.html,GlobeNewswire Inc.,neutral,0.7556759715080261,0.2369989305734634,0.7556759715080261,0.0073250518180429,0.2296738787554205,-0.18263449396472425,0.4086827530176379
2,2,2,02-01-2025,"Are These Renewables Stocks in Trouble, or Is This an Opportunity to Buy the Dip?",https://www.fool.com/investing/2025/02/01/are-solar-stocks-in-trouble-or-is-this-a-buy-the-d/?source=iedfolrf0000001,The Motley Fool,neutral,0.7122116088867188,0.0595510639250278,0.7122116088867188,0.2282373458147049,-0.1686862818896771,-0.18263449396472425,0.4086827530176379
3,3,3,01-28-2025,"Trump's Federal Spending Freeze Puts $3 Trillion In Limbo, Threatens Industries Like Clean Energy, Defense, Health Care",https://www.benzinga.com/25/01/43290381/trumps-federal-spending-freeze-puts-3-trillion-in-limbo-threatens-industries-like-clean-energy-defense-healthcare,Benzinga,negative,0.932904064655304,0.0093801543116569,0.0577157065272331,0.932904064655304,-0.923523910343647,-0.18263449396472425,0.4086827530176379
4,4,4,01-02-2025,"Bank of America, Citigroup Exit Climate Alliance As Trump Policies Shift Energy Priorities",https://www.benzinga.com/government/regulations/25/01/42770035/bank-of-america-citigroup-exit-climate-alliance-as-trump-policies-shift-energy-priorities,Benzinga,neutral,0.6645140647888184,0.0447624810039997,0.6645140647888184,0.2907235026359558,-0.2459610216319561,-0.18263449396472425,0.4086827530176379
5,5,5,12-06-2024,Energy Storage System Market Report 2024 -  Thermal Energy Storage Systems are Critical in the Integration of Renewable Energy Sources into the Grid - Forecasts to 2029,https://www.globenewswire.com/news-release/2024/12/06/2993225/28124/en/Energy-Storage-System-Market-Report-2024-Thermal-Energy-Storage-Systems-are-Critical-in-the-Integration-of-Renewable-Energy-Sources-into-the-Grid-Forecasts-to-2029.html,GlobeNewswire Inc.,neutral,0.8829388618469238,0.1073517873883247,0.8829388618469238,0.0097093544900417,0.09764243289828299,-0.18263449396472425,0.4086827530176379
6,6,6,11-15-2024,"Trump's Win, Economic Challenges Lead to Tougher Outlook for Renewable Energy Stocks: Morgan Stanley",https://www.benzinga.com/analyst-ratings/analyst-color/24/11/42016909/trumps-win-economic-challenges-lead-to-tougher-outlook-for-renewable-energy-stocks-,Benzinga,neutral,0.6892811059951782,0.0914177894592285,0.6892811059951782,0.2193011343479156,-0.12788334488868708,-0.18263449396472425,0.4086827530176379
7,7,7,11-12-2024,"Why QuantumScape, SolarEdge, and Sunnova Energy Plunged Today",https://www.fool.com/investing/2024/11/12/why-quantumscape-solaredge-and-sunnova-energy-plun/?source=iedfolrf0000001,The Motley Fool,neutral,0.8489476442337036,0.0475964583456516,0.8489476442337036,0.103455938398838,-0.0558594800531864,-0.18263449396472425,0.4086827530176379
8,8,8,11-08-2024,Why These Energy Stocks Cratered This Week,https://www.fool.com/investing/2024/11/08/these-energy-stocks-cratered-this-week/?source=iedfolrf0000001,The Motley Fool,neutral,0.577499270439148,0.0433138720691204,0.577499270439148,0.3791867792606354,-0.33587290719151497,-0.18263449396472425,0.4086827530176379
9,9,9,11-07-2024,"Why SolarEdge Stock Dropped, Then Popped Today, and Why Sunnova and Daqo New Energy Are Moving, Too",https://www.fool.com/investing/2024/11/07/solaredge-stock-dropped-sunnova-and-daqo-popped/?source=iedfolrf0000001,The Motley Fool,neutral,0.544177770614624,0.0369295217096805,0.544177770614624,0.4188927412033081,-0.3819632194936276,-0.18263449396472425,0.4086827530176379
10,10,10,10-01-2024,"Elon Musk's Solar Vision Sparks Excitement: What's Next For Enphase, SolarEdge, First Solar?",https://www.benzinga.com/government/24/10/41122845/elon-musks-solar-vision-sparks-excitement-whats-next-for-enphase-solaredge-first-solar,Benzinga,neutral,0.888107419013977,0.0998041406273841,0.888107419013977,0.0120884226635098,0.0877157179638743,-0.18263449396472425,0.4086827530176379
11,11,11,09-11-2024,Why Alternative Energy Stocks Like First Solar and Uranium Energy Jumped on Wednesday,https://www.fool.com/investing/2024/09/11/why-alternative-energy-stocks-like-first-solar-and/?source=iedfolrf0000001,The Motley Fool,neutral,0.8114950060844421,0.1609060615301132,0.8114950060844421,0.0275989733636379,0.1333070881664753,-0.18263449396472425,0.4086827530176379
12,12,12,09-11-2024,Solar Shares Climb As Harris Gains Momentum Post-Debate Against Trump: 7 Top Gainers In Clean Energy,https://www.benzinga.com/markets/equities/24/09/40817317/solar-shares-climb-as-harris-gains-momentum-post-debate-against-trump-7-top-gainers-in-clean-ene,Benzinga,positive,0.7882723808288574,0.7882723808288574,0.1338694840669632,0.0778581425547599,0.7104142382740976,-0.18263449396472425,0.4086827530176379
13,13,13,08-30-2024,Why SolarEdge Technologies Stock Tanked This Week,https://www.fool.com/investing/2024/08/30/why-solaredge-technologies-stock-tanked-this-week/?source=iedfolrf0000001,The Motley Fool,negative,0.8082815408706665,0.0186475701630115,0.1730708330869674,0.8082815408706665,-0.789633970707655,-0.18263449396472425,0.4086827530176379
14,14,14,08-19-2024,Time to Worry About Big Tech Breakups?,https://www.fool.com/investing/2024/08/19/time-to-worry-about-big-tech-breakups/?source=iedfolrf0000001,The Motley Fool,negative,0.6756829619407654,0.0269215479493141,0.2973954677581787,0.6756829619407654,-0.6487614139914513,-0.18263449396472425,0.4086827530176379
15,15,15,07-17-2024,"SolarEdge fears 'overdone' says Mizuho, sees upside potential in stock - Investing.com",https://www.investing.com/news/stock-market-news/solaredge-fears-overdone-says-mizuho-sees-upside-potential-in-stock-432SI-3522694,Investing.com,positive,0.6770907640457153,0.6770907640457153,0.2899967432022095,0.0329125113785266,0.6441782526671888,-0.18263449396472425,0.4086827530176379
16,16,16,07-16-2024,Jim Cramer Says These Stocks Could Soar Or Sink If Trump Wins 2024 Election - Benzinga,https://www.benzinga.com/markets/equities/24/07/39785609/jim-cramer-says-these-stocks-could-soar-or-sink-if-trump-wins-2024-election,Benzinga,negative,0.8895285129547119,0.0230915322899818,0.0873800069093704,0.8895285129547119,-0.8664369806647301,-0.18263449396472425,0.4086827530176379
17,17,17,07-15-2024,EF Hutton sets Citius Pharmaceuticals stock target with buy rating By Investing.com - Investing.com,https://www.investing.com/news/company-news/solaredge-shares-hold-steady-price-target-amid-layoffs-93CH-3519370,Investing.com,neutral,0.9467241168022156,0.037260178476572,0.9467241168022156,0.0160157606005668,0.0212444178760052,-0.18263449396472425,0.4086827530176379
18,18,18,07-15-2024,Solaredge stock dives 13% as company announces 400 more job cuts - Investing.com,https://www.investing.com/news/stock-market-news/solaredge-stock-dives-13-as-company-announces-400-more-job-cuts-432SI-3519235,Investing.com,negative,0.9644947052001952,0.0084614884108304,0.0270437821745872,0.9644947052001952,-0.9560332167893648,-0.18263449396472425,0.4086827530176379
19,19,19,07-13-2024,"Down 68% From Its All-Time High and at a 4-Year Low, Is It Finally Time to Buy This Beaten-Down Growth ETF? - The Motley Fool",https://www.fool.com/investing/2024/07/13/down-big-buy-solar-renewable-stock-growth-stock/,The Motley Fool,negative,0.949975311756134,0.0104251420125365,0.0395994335412979,0.949975311756134,-0.9395501697435975,-0.18263449396472425,0.4086827530176379
